Publisher,Time,Author,Title,ID
Internet Marketing Business,2001/8/15,Roger Radford,"Pot Belly Pigs. Pot Belly Pigs Complete Owners Guide. Pot Bellied Pigs care, health, temperament, training, senses, costs, feeding and activities.",804
Pearson,1/18/17,Rebecca J. Donatelle,Access To Health / Edition 15,805
Pearson,2005/11/15,Donita T D'Amico,Clinical Pocket Guide for Health & Physical Assessment in Nursing / Edition 3,806
Mometrix Media LLC,3/31/14,PSB Exam Secrets Test Prep Staff,PSB Health Occupations Exam Practice Questions,807
Pearson,1/15/17,Marc M. Triola,Biostatistics for the Biological and Health Sciences / Edition 2,808
Sterling,2005/6/14,Jillian Sarno Teta,Natural Solutions for Digestive Health,809
Jones & Bartlett Learning,2008/5/13,George D. Pozgar,Legal and Ethical Essentials Of Health Care Administration / Edition 2,810
LWW,12/14/17,Jane H. Kelley,Health Assessment in Nursing,811
Health Administration Press,1/28/15,Paul J. Feldstein,Health Policy Issues,812
Elsevier Health Sciences,2/15/13,Elaine A. Gillingham,LaFleur Brooks' Health Unit Coordinating / Edition 7,813
Cengage Learning,2001/1/15,Cathie Robertson,"Safety, Nutrition and Health in Early Education / Edition 6",814
Pearson,2010/10/12,Harold M. Baillie,Health Care Ethics / Edition 6,815
Internet Marketing Business,5/28/16,Ben Team,"Bearded Dragon Care. Bearded Dragon Pet Owners Guide. Bearded Dragon care, behavior, diet, interacting, costs and health. Bearded dragon.",816
Cengage Learning,2001/1/17,Dianne Hales,"An Invitation to Health, Brief Edition / Edition 10",817
Evolution Knowledge Limited,7/31/13,Ann L Fletcher,"Holland Lop Rabbits The Complete Owner's Guide to Holland Lop Bunnies How to Care for your Holland Lop Pet, including Breeding, Lifespan, Colors, Health, Personality, Diet and Facts",818
Human Kinetics Publishers,8/28/11,David Chenoweth,Worksite Health Promotion - 3rd Edition / Edition 3,819
Internet Marketing Business,2001/8/15,George Hoppendale,"Mini Goldendoodles. The Ultimate Mini Goldendoodle Dog Manual. Miniature Goldendoodle book for care, costs, feeding, grooming, health and training.",820
Vanderbilt University Press,6/28/06,Nicholas Freudenberg,Cities and the Health of the Public / Edition 1,821
IMB Publishing,2001/7/15,George Hoppendale,"Pembroke Welsh Corgis. The Ultimate Pembroke Welsh Corgi Dog Manual. Pembroke Welsh Corgi care, costs, feeding, grooming, health and training.",822
Jones & Bartlett Learning,3/15/17,James A. Johnson,Comparative Health Systems / Edition 2,823
American Health Information Management Association,2001/1/12,Susan White,Principles of Finance for Health Information and Informatics Professionals / Edition 1,824
McGraw-Hill Higher Education,2/21/14,Shelley E Taylor,Health Psychology / Edition 9,825
Jones & Bartlett Learning,7/20/15,Bernard J. Turnock,Public Health / Edition 6,826
Pesa Publishing,2005/3/15,Edward Ealing,"Shih Tzus Shih Tzu dog owners guide. Shih Tzu book for care, training & health.",827
Trivium Test Prep,2008/11/16,PSB Health Occupations Exam Prep Team,PSB Health Occupations Study Guide: Exam Prep and Practice Test Questions for the PSB-HOAE Test,828
Internet Marketing Business,7/28/14,George Hoppendale,"Yorkies. the Ultimate Yorkie Dog Manual. Yorkies or Yorkshire Terriers Care, Costs, Feeding, Grooming, Health and Training All Included.",829
Pearson,6/22/16,Sherry Makely,Professionalism in Health Care / Edition 5,830
Jones & Bartlett Learning,1/16/15,Eileen E. Morrison,Ethics In Health Administration / Edition 3,831
Health Administration Press,2005/1/10,Beaufort B. Longest,Health Policymaking in the United States / Edition 5,832
Feel Happy Limited,2008/5/14,Alex Seymour,"French Bulldogs - Owners Guide from Puppy to Old Age. Buying, Caring For, Grooming, Health, Training and Understanding Your Frenchie",833
Jones & Bartlett Learning,2003/11/15,Robert H. Friis,Occupational Health And Safety For The 21St Century,834
Jones & Bartlett Learning,9/27/12,Margie Lovett-Scott,Global Health Systems,835
F. A. Davis Company,11/26/14,Angela N. Hissong,Research for the Health Professional / Edition 3,836
"Rodale Press, Inc.",4/28/04,David Joachim,"Man, a Can, a Microwave: 50 Tasty Meals You Can Nuke in No Time",837
Feel Happy Limited,2012/8/16,Alex Seymour,"Dachshunds - The Owner's Guide From Puppy To Old Age - Choosing, Caring for, Grooming, Health, Training and Understanding Your Standard or Miniature Dachshund Dog",838
F. A. Davis Company,7/13/09,Marjorie E. Scaffa,Occupational Therapy in the Promotion of Health and Wellness / Edition 1,839
Elsevier Health Sciences,2010/2/13,Sharon Smith Murray,Study Guide for Foundations of Maternal-Newborn and Women's Health Nursing / Edition 6,840
Feel Happy Limited,5/17/14,Alex Seymour,"Shih Tzu Dogs - The Complete Owners Guide from Puppy to Old Age. Buying, Caring For, Grooming, Health, Training and Understanding Your Shih Tzu.",841
Potter/TenSpeed/Harmony,2/23/16,Haylie Pomroy,Fast Metabolism Food Rx: 7 Powerful Prescriptions to Feed Your Body Back to Health,842
Springer Publishing Company,9/28/18,Denise Vanacore,Psychiatric Mental Health Nurse Practitioner Certification Review,843
Jones & Bartlett Learning,10/29/09,Judith A Ruple,Teaching Health Careers Education,844
West Academic,6/28/13,Barry R. Furrow,Health Law / Edition 7,845
HarperCollins Publishers,1/30/18,Ben Lynch,Dirty Genes: A Breakthrough Program to Treat the Root Cause of Illness and Optimize Your Health,846
Sterling,2005/1/5,Eric R. Braverman,The Edge Effect: Achieve Total Health and Longevity with the Balanced Brain Advantage,847
Houghton Mifflin Harcourt,4/21/15,Melissa Hartwig,The Whole30: The 30-Day Guide to Total Health and Food Freedom,848
IMB Publishing,2008/12/14,George Hoppendale,"The Miniature Australian Shepherd. The Ultimate Mini Australian Shepherd Manual Miniature Australian Shepherd care, costs, feeding, grooming, health and training all included.",849
Elsevier Health Sciences,12/14/17,Barbara Herlihy,Study Guide for The Human Body in Health and Illness,850
World Health Organization,1/28/14,World Health Organization,International Classification of Diseases for Oncology / Edition 3,851
Mayo Foundation,5/29/18,Scott C. Litin,Mayo Clinic Family Health Book,852
Gallery Books,10/31/17,Robyn Openshaw,"Vibe: Unlock the Energetic Frequencies of Limitless Health, Love & Success",853
Elsevier Health Sciences,2002/10/15,Deitra Leonard Lowdermilk,Study Guide for Maternity & Women's Health Care / Edition 11,854
Pearson,1/27/16,Christine N. Nathe,Dental Public Health and Research / Edition 4,855
Taylor & Francis,3/22/07,Cecil G. Helman,"Culture, Health and Illness, Fifth edition / Edition 5",856
Jones & Bartlett Learning,10/17/12,Lanis Hicks,Economics Of Health And Medical Care / Edition 6,857
Internet Marketing Business,7/17/14,George Hoppendale,"Bernedoodles. The Ultimate Bernedoodle Dog Manual. Bernedoodle care, costs, feeding, grooming, health and training all included.",858
Storey Books,2003/11/9,Heather Smith Thomas,The Cattle Health Handbook,859
Jones & Bartlett Learning,8/19/11,Michael H. Merson,Global Health / Edition 3,860
Pearson,2002/5/13,James J. Neutens,Research Techniques for the Health Sciences / Edition 5,861
"Hay House, Inc.",4/17/18,Christiane Northrup,Dodging Energy Vampires: An Empath's Guide to Evading Relationships That Drain You and Restoring Your Health and Power,862
Elsevier Health Sciences,10/21/15,Marcia Stanhope,Public Health Nursing: Population-Centered Health Care in the Community / Edition 9,863
Potter/TenSpeed/Harmony,9/15/15,Pearl Barrett,Trim Healthy Mama Plan: The Easy-Does-It Approach to Vibrant Health and a Slim Waistline,864
"Little, Brown and Company",11/29/16,Mark Hyman,"The Eat Fat, Get Thin Cookbook: More Than 175 Delicious Recipes for Sustained Weight Loss and Vibrant Health",865
Victory Belt Publishing,2010/3/17,Carolyn Ketchum,"The Everyday Ketogenic Kitchen: With More than 150 Inspirational Low-Carb, High-Fat Recipes to Maximize Your Health",866
Johns Hopkins University Press,4/23/17,Nancy L. Mace,"The 36-Hour Day: A Family Guide to Caring for People Who Have Alzheimer Disease, Other Dementias, and Memory Loss",867
Elsevier Health Sciences,10/28/14,Mary A. Nies,Community/Public Health Nursing: Promoting the Health of Populations / Edition 6,868
St. Martin's Press,2010/3/17,Bandy X. Lee,The Dangerous Case of Donald Trump: 27 Psychiatrists and Mental Health Experts Assess a President,869
Wellness Unmasked Publishing,5/17/07,Bradley Nelson,"The Emotion Code: How to Release Your Trapped Emotions for Abundant Health, Love and Happiness",870
New World Library,11/15/16,Valerie Ann Worwood,"The Complete Book of Essential Oils and Aromatherapy: Over 800 Natural, Nontoxic, and Fragrant Recipes to Create Health, Beauty, and Safe Home and Work Environments",871
F. A. Davis Company,7/21/15,Christine L. Savage,Public Health Science and Nursing Practice: Caring for Populations / Edition 1,872
"Little, Brown and Company",2/23/16,Mark Hyman,"Eat Fat, Get Thin: Why the Fat We Eat Is the Key to Sustained Weight Loss and Vibrant Health",873
F. A. Davis Company,6/30/14,Joanna Rowe Kaakinen,"Family Health Care Nursing: Theory, Practice, and Research / Edition 5",874
Wiley,3/13/12,Patrick M. Lencioni,The Advantage: Why Organizational Health Trumps Everything Else in Business,875
Wagging Tail Press,2011/6/17,Melina B. Jampolis M.D,"Spice Up, Slim Down: A guide to adding spice to your diet to improve your health and lose weight",876
Victory Belt Publishing,2012/12/17,Suzanne Ryan,"Simply Keto: A Practical Approach to Health & Weight Loss, with 100+ Easy Low-Carb Recipes",877
Penguin Publishing Group,2/24/09,Richard H. Thaler,"Nudge: Improving Decisions about Health, Wealth, and Happiness",878
Baker Publishing Group,2008/4/15,Caroline Leaf,"Switch On Your Brain: The Key to Peak Happiness, Thinking, and Health",879
HarperCollins Publishers,2005/2/17,Joel Fuhrman,"Eat to Live Quick and Easy Cookbook: 131 Delicious Recipes for Fast and Sustained Weight Loss, Reversing Disease, and Lifelong Health",880
Victory Belt Publishing,3/15/16,Maria Emmerich,Quick & Easy Ketogenic Cooking: Meal Plans and Time Saving Paleo Recipes to Inspire Health and Shed Weight,881
Callisto Media,1/21/15,Althea Press,Essential Oils Natural Remedies: The Complete A-Z Reference of Essential Oils for Health and Healing,882
Candlewick Press,2008/8/14,Robie H. Harris,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health",883
American Health Information Management Association,2007/1/16,Nanette B. Sayles,Health Information Management Technology: An Applied Approach / Edition 5,884
Victory Belt Publishing,2009/6/16,Diane Sanfilippo,"Practical Paleo, 2nd Edition (Updated and Expanded): A Customized Approach to Health and a Whole-Foods Lifestyle",885
"Rodale Press, Inc.",2005/9/17,William Davis,Undoctored: Why Health Care Has Failed You and How You Can Become Smarter Than Your Doctor,886
"Hay House, Inc.",11/14/17,Joseph Mercola,Fat for Fuel Ketogenic Cookbook: Recipes and Ketogenic Keys to Health from a World-Class Doctor and an Internationally Renowned Chef,887
CreateSpace Publishing,2002/2/11,Chef AJ,Unprocessed: How to Achieve Vibrant Health and Your Ideal Weight,888
McGraw-Hill Professional Publishing,2/29/16,Thomas S. Bodenheimer,"Understanding Health Policy: A Clinical Approach, Seventh Edition / Edition 7",889
Arcas Publishing,10/21/15,Dorothy Calimeris,The Anti-Inflammatory Diet & Action Plans: 4-Week Meal Plans to Heal the Immune System and Restore Overall Health,890
Elsevier Health Sciences,10/14/16,Elizabeth M. Varcarolis,Essentials of Psychiatric Mental Health Nursing: A Communication Approach to Evidence-Based Care / Edition 3,891
Penguin Publishing Group,1/28/98,Dave Ramsey,Financial Peace Planner: A Step-by-Step Guide to Restoring Your Family's Financial Health,892
Fall River Press,1/30/16,Callisto Media,Essential Oils Natural Remedies: The Complete A-Z Reference of Essential Oils for Health and Healing,893
Storey Books,2003/8/16,Hannah Crum,"The Big Book of Kombucha: Brewing, Flavoring, and Enjoying the Health Benefits of Fermented Tea",894
"Experiment, The",6/28/11,Gene Stone,Forks Over Knives: The Plant-Based Way to Health,895
"Rodale Press, Inc.",2006/3/14,William Davis,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health",896
HarperCollins Publishers,2001/10/17,John W. James,"The Grief Recovery Handbook, 20th Anniversary Expanded Edition: The Action Program for Moving Beyond Death, Divorce, and Other Losses including Health, Career, and Faith",897
Flatiron Books,2001/3/17,Oprah Winfrey,"Food, Health, and Happiness: 115 On-Point Recipes for Great Meals and a Better Life",898
"Health Communications, Incorporated",2010/1/13,MD Ferguson,"Superhealing: Engaging Your Mind, Body, and Spirit to Create Optimal Health and Well-being",899
HarperCollins Publishers,2007/7/15,Toni Weschler,"Taking Charge of Your Fertility, 20th Anniversary Edition: The Definitive Guide to Natural Birth Control, Pregnancy Achievement, and Reproductive Health",900
HarperCollins Publishers,2010/8/13,Joel Fuhrman,"Eat to Live Cookbook: 200 Delicious Nutrient-Rich Recipes for Fast and Sustained Weight Loss, Reversing Disease, and Lifelong Health",901
Hachette Books,3/21/17,Ron Powers,No One Cares About Crazy People: The Chaos and Heartbreak of Mental Health in America,902
"Kirkton Press, Limited",8/1/94,Elaine Gottschall,Breaking the Vicious Cycle: Intestinal Health Through Diet,903
Penguin Publishing Group,8/31/10,T. R. Reid,"The Healing of America: A Global Quest for Better, Cheaper, and Fairer Health Care",904
"Rodale Press, Inc.",2006/4/13,John McDougall,"The Starch Solution: Eat the Foods You Love, Regain Your Health, and Lose the Weight for Good!",905
Sterling Epicure,2003/7/17,Summer Rayne Oakes,SugarDetoxMe: 100+ Recipes to Curb Cravings and Take Back Your Health,906
Da Capo Press,2001/9/18,Daryl Gioffre,"Get Off Your Acid: 7 Steps in 7 Days to Lose Weight, Fight Inflammation, and Reclaim Your Health and Energy",907
Atria Books/Beyond Words,2/20/18,Derek Rydall,"The Abundance Project: 40 Days to More Wealth, Health, Love, and Happiness",908
Random House Publishing Group,8/23/16,Paul Thomas,The Vaccine-Friendly Plan: Dr. Paul's Safe and Effective Approach to Immunity and Health-from Pregnancy Through Your Child's Teen Years,909
"Rodale Press, Inc.",2012/5/17,Eiko,Even the Stiffest People Can Do the Splits: A 4-Week Stretching Plan to Achieve Amazing Health,910
Callisto Media,3/20/13,Mendocino Press,Smoothie Recipe Book: 150 Smoothie Recipes Including Smoothies for Weight Loss and Smoothies for Optimum Health,911
"Little, Brown and Company",11/15/16,David Perlmutter,"The Grain Brain Whole Life Plan: Boost Brain Performance, Lose Weight, and Achieve Optimal Health",912
Grand Central Publishing,2009/10/13,Alexander Loyd,"The Healing Code: 6 Minutes to Heal the Source of Your Health, Success, or Relationship Issue",913
PRH Grupo Editorial,2008/9/16,Doctor Juan Rivera,Mejora tu salud de poquito a poco - Una guia completa de bienestar para ti y tu familia (Serie: Consulta con Doctor Juan) / Improve your Health: Little By Little,914
"Sounds True, Incorporated",2001/1/18,Joel K. Kahn,The Plant-Based Solution: America's Healthy Heart Doc's Plan to Power Your Health,915
Lulu.com,7/20/14,Robert E. Hoyt,Health Informatics: Practical Guide for Healthcare and Information Technology Professionals / Edition 6,916
"Rodale Press, Inc.",3/15/16,Shawn Stevenson,"Sleep Smarter: 21 Essential Strategies to Sleep Your Way to A Better Body, Better Health, and Bigger Success",917
Pearson,1/22/16,Rebecca J. Donatelle,"Health: The Basics, The MasteringHealth Edition / Edition 12",918
"Rodale Press, Inc.",2009/12/17,Tasneem Bhatia,"Super Woman Rx: Unlock the Secrets to Lasting Health, Your Perfect Weight, Energy, and Passion with Dr. Taz's Power Type Plans",919
Pearson,2003/12/12,Mary Ann Hogan,Pearson Reviews & Rationales: Child Health Nursing with Nursing Reviews & Rationales / Edition 3,920
